,Name,Symbol,Sector,Market Cap Category,Market Capital,Close Price,Total Revenue,Promoters Holding,Return on Equity,Earnings Per Share,PE Ratio,PB Ratio,Dividend Yield,Debt to Equity,5 Year CAGR,Current Ratio,EBITDA,Net Profit Margin,Net Income,Revenue Growth
1687,MITCON Consultancy and Engineering Services Ltd,MITCON,Education Services,Small Cap,89.39,66.7,107.76,0.0,1.05,0.8,83.54,0.83,0.3,77.31,-1.65,2.13,17.4,0.99,1.07,69.06
1688,DB Stock Brokers Ltd,DBSTOCKBRO,Finance,Small Cap,88.02,25.95,29.42,30.01,18.62,2.47,10.2,1.73,0.0,3.0,21.01,1.57,11.6,29.33,8.63,62.72
1689,Madhav Copper Ltd,MCL,Metals and Mining,Small Cap,71.39,25.95,123.97,66.34,-5.35,-0.9,-29.38,1.61,0.0,16.58,0.0,1.41,1.87,-1.96,-2.43,-67.7
1690,Shiva Mills Ltd,SHIVAMILLS,Textiles,Small Cap,70.09,82.45,213.62,74.94,17.8,20.44,3.97,0.65,1.48,7.36,0.16,3.06,31.16,8.27,17.66,53.45
1691,Morarjee Textiles Ltd,MORARJEE,Textiles,Small Cap,70.69,20.3,273.51,59.71,0.94,-24.26,-0.8,-0.76,0.0,-5.63,-15.46,0.34,7.23,-32.22,-88.13,40.23
1692,Dhruv Consultancy Services Ltd,DHRUV,Construction and Infrastructure,Small Cap,83.03,54.9,75.57,64.07,13.44,4.02,14.46,1.81,0.0,26.22,0.0,1.98,9.81,7.6,5.74,18.12
1693,Ankit Metal and Power Ltd,ANKITMETAL,Metals and Mining,Small Cap,64.91,4.65,757.49,71.02,0.07,-3.66,-1.26,-0.08,0.0,-1.45,29.03,0.38,-4.43,-6.82,-51.63,81.25
1694,Cords Cable Industries Ltd,CORDSCABLE,Cables,Small Cap,87.39,69.3,439.22,51.77,4.25,4.92,13.74,0.57,0.0,60.45,-6.81,1.53,39.44,1.45,6.36,35.25
1695,Mohini Health and Hygiene Ltd,MHHL,Textiles,Small Cap,89.54,49.55,143.82,62.33,8.35,3.71,13.25,1.07,0.0,52.15,-7.88,1.57,17.48,4.7,6.76,4.26
1696,Trejhara Solutions Ltd,TREJHARA,Software and IT Services,Small Cap,70.54,60.5,60.41,30.0,2.35,9.28,6.43,0.15,0.84,5.14,0.0,3.22,16.51,18.16,10.97,7.97
1697,Banka BioLoo Ltd,BANKA,IT Services and Consulting,Small Cap,80.54,76.75,39.23,55.19,9.21,2.94,25.9,2.15,0.0,49.32,0.0,3.07,5.99,7.93,3.11,26.39
1698,Oil Country Tubular Ltd,OILCOUNTUB,Oil and Gas,Small Cap,72.19,17.9,0.1,49.22,0.41,-11.59,-1.41,-0.57,0.0,-1.76,-15.84,0.53,-7.28,-51320.0,-51.32,-98.0
1699,Delta Manufacturing Ltd,DELTAMAGNT,Machines,Small Cap,75.85,70.3,122.24,72.08,41.89,17.76,3.94,1.37,0.0,85.82,3.36,1.08,30.79,15.76,19.27,67.84
1700,Arihant Academy Ltd,ARIHANTACA,Education Services,Small Cap,72.72,121.8,15.32,73.0,51.53,4.57,36.0,14.75,0.0,25.96,0.0,1.0,3.27,13.19,2.02,8.65
1701,Globesecure Technologies Ltd,GSTL,IT Services and Consulting,Small Cap,126.06,136.05,26.61,35.8,11.56,1.88,126.06,12.78,0.0,83.77,0.0,1.02,2.64,3.76,1.0,40.42
1702,Globalspace Technologies Ltd,GSTL,IT Services and Consulting,Small Cap,45.98,39.79,13.34,55.31,1.57,0.49,82.1,1.29,0.0,79.09,-7.89,1.6,6.96,4.2,0.56,-50.92
1703,Century Extrusions Ltd,CENTEXT,Metals and Mining,Small Cap,72.8,9.25,323.17,52.04,11.01,0.77,11.8,1.23,0.0,74.54,8.16,1.62,19.64,1.91,6.17,72.2
1704,Western India Plywoods Ltd,WIPL,Construction and Infrastructure Materials,Small Cap,73.63,86.0,100.06,40.98,1.23,0.57,153.39,1.92,0.92,45.67,11.41,3.32,4.61,0.48,0.48,17.28
1705,Shree Rama Multi-Tech Ltd,SHREERAMA,Plastic Products,Small Cap,62.83,9.95,150.73,42.51,-15.14,-0.78,-12.75,2.08,0.0,240.59,-5.64,2.24,2.38,-3.27,-4.93,10.83
1706,Flexituff Ventures International Ltd,FLEXITUFF,Textiles,Small Cap,74.28,29.7,1058.82,32.88,-95.81,-34.9,-0.86,1.57,0.0,1318.65,-15.97,0.52,30.49,-8.2,-86.83,15.53
1707,Geekay Wires Ltd,GEEKAYWIRE,Metals and Mining,Small Cap,126.63,121.55,272.02,59.34,18.56,8.61,14.07,2.43,2.06,208.77,0.0,1.29,23.92,3.31,9.0,54.67
1708,Nitiraj Engineers Ltd,NITIRAJ,Construction and Infrastructure,Small Cap,73.81,72.45,40.21,69.07,-5.08,-3.44,-20.91,1.09,0.0,5.86,0.0,3.7,-1.0,-8.78,-3.53,-25.02
1709,Peria Karamalai Tea and Produce Company Ltd,PKTEA,Beverages,Small Cap,85.63,290.4,48.34,60.93,0.28,1.65,167.91,0.46,0.36,27.47,-2.71,1.98,8.29,1.06,0.51,-33.86
1710,Excel Realty N Infra Ltd,EXCEL,Software and IT Services,Small Cap,63.48,0.4,9.01,20.98,-2.32,-0.03,-16.07,0.38,0.0,0.17,-26.77,5.01,-3.61,-43.84,-3.95,-3.01
1711,AAA Technologies Ltd,AAATECH,Software and IT Services,Small Cap,71.96,54.85,14.58,71.51,8.63,1.04,35.98,3.0,0.89,0.0,0.0,7.49,2.87,13.72,2.0,31.0
1712,Zenith Steel Pipes and Industries Ltd,ZENITHSTL,Construction and Infrastructure,Small Cap,62.6,4.4,172.51,15.64,-0.05,0.82,5.39,-0.26,0.0,-0.94,18.29,0.34,22.93,6.74,11.62,94.75
1713,Tree House Education and Accessories Ltd,TREEHOUSE,Education Services,Small Cap,61.99,15.35,22.23,20.54,-10.02,-6.43,-2.28,0.24,0.0,7.74,5.05,1.1,-3.16,-122.36,-27.2,294.85
1714,Keynote Financial Services Ltd,KEYFINSERV,Finance,Small Cap,65.9,97.5,31.74,56.43,17.24,28.9,4.1,0.65,0.84,26.8,10.95,1.11,19.37,50.69,16.09,39.52
1715,Sambhaav Media Ltd,SAMBHAAV,Publishing,Small Cap,59.24,2.9,48.0,62.93,-0.01,0.0,-5924.44,0.7,0.0,17.6,-22.16,2.86,8.92,-0.02,-0.01,7.14
1716,Global Vectra Helicorp Ltd,GLOBALVECT,Aviation,Small Cap,74.13,54.7,373.05,75.0,-12.34,-3.89,-13.6,1.83,0.0,790.48,-17.21,0.48,86.56,-1.46,-5.45,15.34
1717,Future Enterprises Ltd,FEL,Insurance,Small Cap,75.64,1.05,2289.18,16.37,-31.69,-58.21,-0.03,0.03,0.0,245.04,-51.92,1.11,-1745.18,-125.7,-1145.3,0.0
1718,Giriraj Civil Developers Ltd,GIRIRAJ,Construction and Infrastructure,Small Cap,54.5,168.0,83.87,69.19,11.85,11.68,14.38,1.6,0.0,52.36,0.0,1.13,6.85,4.52,3.79,31.25
1719,Aro Granite Industries Ltd,AROGRANITE,Construction and Infrastructure,Small Cap,65.41,42.75,226.1,41.06,4.64,5.82,7.34,0.33,0.0,101.47,-8.05,1.58,31.45,3.94,8.91,25.61
1720,Latteys Industries Ltd,LATTEYS,Machines,Small Cap,242.52,33.4,41.32,72.26,6.93,0.18,233.19,15.62,0.0,78.75,0.0,1.38,3.33,2.52,1.04,49.06
1721,Magnum Ventures Ltd,MAGNUM,Paper Products,Small Cap,134.31,31.95,331.6,53.24,-0.13,1.37,26.08,-3.46,0.0,-7.34,19.61,0.72,22.63,1.55,5.15,81.79
1722,AVSL Industries Ltd,AVSL,Chemicals,Small Cap,20.17,140.05,101.53,71.65,19.9,11.05,3.42,0.62,0.0,71.55,37.5,1.21,10.75,5.8,5.89,19.46
1723,Panache Digilife Ltd,PANACHE,Technology Hardware,Small Cap,84.0,71.6,87.92,65.49,2.67,0.67,105.0,2.76,0.0,79.2,0.0,1.42,5.76,0.91,0.8,12.04
1724,Panache Innovations Ltd,PANACHE,Trading,Small Cap,9.46,21.55,8.71,32.97,0.6,0.05,473.02,2.82,0.0,80.65,-13.21,1.44,0.39,0.23,0.02,-13.76
1725,Power and Instrumentation Ltd,PIGL,Power,Small Cap,80.52,66.4,91.75,59.88,10.92,4.71,21.88,2.14,0.0,75.6,0.0,1.61,7.98,4.01,3.68,6.38
1726,Aakash Exploration Services Ltd,AAKASH,Oil and Gas,Small Cap,69.86,6.85,77.39,66.67,13.72,0.6,11.42,1.46,0.0,33.61,0.0,1.25,15.84,7.91,6.12,28.21
1727,Precision Metaliks Ltd,PRECISION,Trading,Small Cap,56.58,34.8,125.67,58.62,12.37,1.04,16.31,1.39,0.0,0.0,0.0,8.51,4.4,2.76,3.47,155.22
1728,Precision Containeurs Ltd,PRECISION,Plastic Products,Small Cap,3.16,1.34,0.33,13.52,0.01,-0.08,-15.78,-0.16,0.0,-1.11,30.8,0.94,0.1,-60.61,-0.2,1000.0
1729,SE Power Ltd,SEPOWER,Renewable Energy,Small Cap,58.68,15.85,48.81,35.6,-32.41,-0.73,-19.69,7.61,0.0,1087.03,14.37,1.6,3.93,-6.11,-2.98,89.63
1730,Uma Converter Ltd,UMA,Logistics,Small Cap,63.46,32.4,187.21,68.86,10.87,3.38,12.79,1.32,0.0,154.43,0.0,1.3,18.17,2.65,4.96,17.66
1731,Cyber Media Research and Services Ltd,CMRSL,IT Services and Consulting,Small Cap,43.63,165.0,56.78,41.66,51.11,5.95,29.08,11.89,0.0,264.58,0.0,1.06,3.55,2.64,1.5,88.26
1732,Globe Textiles Ltd,GLOBE,Textiles,Small Cap,50.63,3.35,385.56,54.51,11.11,0.34,9.85,1.02,0.0,182.43,0.0,1.19,16.89,1.33,5.14,46.27
1733,Ind Swift Ltd,INDSWFTLTD,Pharmaceuticals,Small Cap,42.52,7.95,421.99,55.58,0.03,-3.7,-2.12,-0.06,0.0,-1.45,-1.44,0.34,69.62,-4.75,-20.03,13.66
1734,Cinevista Ltd,CINEVISTA,Media and Entertainment,Small Cap,65.19,11.4,1.44,67.61,-12.86,-2.85,-3.96,0.55,0.0,53.88,0.63,15.7,-9.56,-1143.75,-16.47,-72.04
1735,Orient Press Ltd,ORIENTLTD,Logistics,Small Cap,55.5,56.2,163.11,73.05,-4.85,-3.6,-15.42,0.77,0.0,79.42,-24.69,1.22,5.14,-2.21,-3.6,13.93
1736,Regency Ceramics Ltd,REGENCERAM,Construction and Infrastructure,Small Cap,55.92,22.1,37.9,60.59,-0.87,12.17,1.74,-1.52,0.0,-1.55,32.07,0.95,36.5,84.93,32.19,94650.0
1737,Nidan Laboratories and Healthcare Ltd,NIDAN,Healthcare,Small Cap,62.41,44.9,30.06,71.22,6.71,2.24,23.46,0.95,0.0,29.27,0.0,1.9,9.81,8.85,2.66,40.21
1738,Rolta India Ltd,ROLTA,IT Services and Consulting,Small Cap,42.3,2.65,268.07,2.31,0.09,-42.95,-0.06,-0.01,0.0,-1.25,0.0,0.04,125.05,-265.81,-712.57,-79.98
1739,Malu Paper Mills Ltd,MALUPAPER,Paper Products,Small Cap,52.29,31.2,212.99,69.95,-30.3,-3.67,-8.35,3.03,0.0,601.22,-2.82,0.58,4.68,-2.94,-6.26,24.78
1740,Shradha Infraprojects Ltd,SHRADHA,Real Estate,Small Cap,98.92,47.8,4.68,74.94,2.81,0.72,66.84,1.65,0.0,215.43,0.0,1.51,1.87,31.62,1.46,4.94
1741,Mahickra Chemicals Ltd,MAHICKRA,Chemicals,Small Cap,77.81,95.5,106.23,52.18,11.82,4.12,23.23,2.62,0.68,33.68,0.0,1.76,5.67,3.15,3.35,18.73
1742,Marvel Decor Ltd,MDL,Home Furnishing,Small Cap,69.01,40.5,42.81,72.91,3.28,0.87,46.63,1.5,0.0,24.2,0.0,2.59,5.31,3.46,1.48,49.11
1743,Agri-Tech Ltd,AGRITECH,Agriculture,Small Cap,61.6,103.25,5.07,31.1,3.04,4.63,22.4,0.67,0.0,3.85,-6.18,3.46,3.88,54.24,2.75,463.33
1744,R S Software Ltd,RSSOFTWARE,Software and IT Services,Small Cap,66.84,25.6,32.31,40.67,-31.3,-5.88,-4.42,1.68,0.0,0.23,-16.57,4.66,-7.8,-46.8,-15.12,-13.31
1745,Moksh Ornaments Ltd,MOKSH,Diamond and Jewellery,Small Cap,55.27,10.3,324.92,55.13,12.08,0.32,10.75,1.23,0.97,9.12,0.0,66.34,7.99,1.58,5.14,-4.4
1746,McNally Bharat Engg Co Ltd,MBECL,Construction and Infrastructure,Small Cap,82.51,3.9,495.47,32.79,0.7,-5.32,-0.73,-0.51,0.0,-14.96,-42.83,0.72,-45.14,-22.71,-112.54,-6.84
1747,Bang Overseas Ltd,BANG,Textiles,Small Cap,54.24,40.9,85.43,72.76,5.25,3.64,10.98,0.56,0.0,28.92,5.73,2.66,7.45,5.78,4.94,36.84
1748,Penta Gold Ltd,PENTAGOLD,Diamond and Jewellery,Small Cap,50.65,39.8,0.49,55.9,0.13,-6.39,-6.23,1.34,0.0,321.79,0.0,1.1,-2.05,-1659.18,-8.13,-99.68
1749,Ajooni Biotech Ltd,AJOONI,Pharmaceuticals,Small Cap,48.7,4.95,74.08,36.39,6.61,0.06,45.95,2.97,0.0,32.64,0.0,2.18,3.12,1.43,1.06,45.08
1750,Integrated Personnel Services Ltd,IPSL,Employment Services,Small Cap,62.26,90.0,169.92,69.05,26.43,7.95,15.53,3.62,0.0,165.6,0.0,1.46,7.37,2.36,4.01,22.56
1751,HOV Services Ltd,HOVS,Software and IT Services,Small Cap,54.1,42.5,11.41,50.42,3.42,1.71,25.16,1.81,0.0,10.21,-31.86,0.78,3.73,18.84,2.15,0.26
1752,Abm International Ltd,ABMINTLLTD,Plastic Products,Small Cap,34.15,39.9,127.68,74.7,5.78,1.29,24.93,1.39,0.0,0.0,0.0,11.04,2.65,1.07,1.37,-1.46
1753,HEC Infra Projects Ltd,HECPROJECT,Electrical Components and Equipments,Small Cap,31.28,29.9,44.47,73.2,1.75,0.17,61.33,1.07,0.0,119.65,0.0,2.53,3.4,1.15,0.51,16.2
1754,Vineet Laboratories Ltd,VINEETLAB,Chemicals,Small Cap,47.71,49.85,191.46,35.96,22.19,7.2,7.18,1.44,1.93,79.8,0.0,1.08,13.53,3.47,6.64,-21.49
1755,Pritish Nandy Communications Ltd,PNC,Media and Entertainment,Small Cap,47.6,33.6,45.1,54.84,-0.43,-0.23,-144.23,0.63,0.0,1.79,12.43,8.26,0.2,-0.73,-0.33,420.18
1756,Ujaas Energy Ltd,UJAAS,Renewable Energy,Small Cap,46.07,2.3,46.25,0.01,-89.32,-5.48,-0.42,0.68,0.0,182.73,-35.15,0.63,-88.61,-237.21,-109.71,25.24
1757,Arham Technologies Ltd,ARHAM,Home Electronics and Appliances,Small Cap,49.91,59.0,37.28,73.05,53.91,4.9,16.47,7.0,0.0,145.44,0.0,1.67,5.59,8.13,3.03,63.51
1758,Supreme Infrastructure India Ltd,SUPREMEINF,Construction and Infrastructure,Small Cap,54.48,21.9,264.92,34.68,0.31,-249.95,-0.08,-0.03,0.0,-1.33,-20.33,0.21,-16.37,-242.46,-642.32,0.0
1759,Tera Software Ltd,TERASOFT,IT Services and Consulting,Small Cap,48.17,38.7,130.32,47.53,-1.21,-1.05,-36.77,0.45,0.0,56.37,-7.53,1.45,11.19,-1.01,-1.31,-20.5
1760,Pulz Electronics Ltd,PULZ,Construction and Infrastructure,Small Cap,62.59,60.25,20.31,73.37,9.71,1.21,47.42,4.39,0.0,0.0,41.16,2.56,2.24,6.5,1.32,105.78
1761,Cubex Tubings Ltd,CUBEXTUB,Metals and Mining,Small Cap,43.17,29.35,135.68,44.42,3.98,1.7,17.84,0.7,0.0,17.55,3.68,2.07,4.55,1.78,2.42,91.31
1762,Vaswani Industries Ltd,VASWANI,Metals and Mining,Small Cap,72.6,24.65,375.2,58.33,4.23,1.47,16.43,0.68,0.0,49.48,7.65,1.46,19.74,1.18,4.42,19.18
1763,Aarvee Denims and Exports Ltd,AARVEEDEN,Textiles,Small Cap,48.91,21.55,445.75,65.8,-28.18,-17.66,-1.18,0.39,0.0,326.82,-15.18,1.03,14.36,-9.29,-41.42,61.09
1764,Ace Integrated Solutions Ltd,ACEINTEG,Education Services,Small Cap,52.53,50.2,9.01,73.53,5.69,0.97,53.06,2.94,0.0,11.29,0.0,2.77,1.68,10.99,0.99,32.5
1765,Barak Valley Cements Ltd,BVCL,Cement,Small Cap,53.41,26.5,178.21,55.93,-4.02,-2.04,-11.79,0.49,0.0,72.21,-2.55,1.06,14.27,-2.54,-4.53,20.41
1766,Reliable Data Services Ltd,RELIABLE,IT Services and Consulting,Small Cap,55.73,54.0,53.55,71.77,8.75,3.37,16.01,1.34,0.09,34.15,1.29,1.6,7.64,6.5,3.48,19.61
1767,Viviana Power Tech Ltd,VIVIANA,Electrical Components and Equipments,Small Cap,53.7,89.95,33.0,73.2,55.01,6.66,18.45,7.97,0.0,96.14,0.0,0.94,5.26,8.82,2.91,45.89
1768,KKV Agro Powers Limited,KKVAPOW,Renewable Energy,Small Cap,53.34,941.0,447.64,69.54,5.89,20.98,44.83,2.58,0.53,25.87,15.59,0.94,4.48,0.27,1.19,40.04
1769,MT Educare Ltd,MTEDUCARE,Education Services,Small Cap,31.06,4.5,88.41,59.12,-19.6,-3.53,-1.22,0.26,0.0,83.71,-42.33,0.68,2.47,-28.88,-25.53,-38.52
1770,Banaras Beads Ltd,BANARBEADS,Apparel and Accessories,Small Cap,52.06,80.4,27.31,57.8,5.74,4.41,17.83,1.01,2.54,11.23,4.7,5.02,5.34,10.69,2.92,24.42
1771,Sumeet Industries Ltd,SUMEETINDS,Textiles,Small Cap,32.13,3.0,914.41,21.67,-0.13,0.28,11.04,-1.41,0.0,-22.84,-31.57,0.64,55.16,0.32,2.91,58.54
1772,NRB Industrial Bearings Ltd,NIBL,Machines,Small Cap,44.58,18.8,70.72,73.85,-26.38,-4.17,-4.41,1.24,0.0,192.83,-5.84,0.58,7.2,-14.28,-10.1,0.11
1773,Siddhika Coatings Ltd,SIDDHIKA,Construction and Infrastructure,Small Cap,51.13,158.0,21.21,63.09,8.25,6.5,29.39,2.13,1.45,1.17,0.0,5.65,2.36,8.2,1.74,22.46
1774,Akash Infra-Projects Ltd,AKASH,Construction and Infrastructure,Small Cap,49.07,30.2,95.71,74.59,2.9,1.38,21.15,0.61,0.34,28.46,0.0,2.72,7.01,2.42,2.32,38.65
1775,Sanwaria Consumer Ltd,SANWARIA,FMCG,Small Cap,40.49,0.55,1.1,15.34,0.01,-0.1,-6.02,-0.07,0.0,-1.59,-51.04,0.27,-0.14,-611.82,-6.73,-50.67
1776,Laxmi Goldorna House Ltd,LGHL,Diamond and Jewellery,Small Cap,47.27,22.65,59.89,71.52,0.41,0.06,363.65,1.5,0.0,108.71,0.0,1.7,2.02,0.22,0.13,-21.8
1777,Khandwala Securities Ltd,KHANDSE,Finance,Small Cap,43.09,29.6,6.35,47.67,0.6,0.1,359.1,2.14,0.0,32.19,5.36,0.94,0.35,1.89,0.12,68.44
1778,A B Cotspin India Ltd,ABCOTS,Textiles,Small Cap,49.3,47.9,140.92,34.91,22.54,6.57,7.21,1.27,0.0,78.68,0.0,1.93,14.53,4.85,6.84,21.95
1779,Ganga Forging Ltd,GANGAFORGE,Metals and Mining,Small Cap,40.27,3.85,29.92,59.53,9.21,0.02,39.09,3.46,0.0,100.17,0.0,1.19,3.8,3.44,1.03,29.41
1780,We Win Ltd,WEWIN,IT Services and Consulting,Small Cap,40.9,40.75,42.27,69.86,10.66,3.14,19.2,1.94,0.0,3.22,0.0,4.45,4.84,5.04,2.13,15.81
1781,Super Spinning Mills Ltd,SUPERSPIN,Textiles,Small Cap,44.0,7.85,99.17,42.8,0.8,0.15,51.76,0.4,0.0,32.48,-10.99,0.57,14.79,0.86,0.85,66.34
1782,Somi Conveyor Beltings Ltd,SOMICONVEY,Machines,Small Cap,42.23,36.95,57.56,59.09,2.68,1.44,24.84,0.66,0.0,44.15,-9.01,1.99,6.7,2.95,1.7,22.39
1783,Nagreeka Exports Ltd,NAGREEKEXP,Textiles,Small Cap,40.06,35.35,552.65,52.87,5.76,4.95,6.47,0.36,0.0,168.5,0.0,1.25,28.98,1.12,6.19,43.43
1784,Timescan Logistics India Ltd,TIMESCAN,Logistics,Small Cap,42.03,118.0,168.57,72.94,30.58,15.52,14.44,3.21,0.42,21.97,0.0,1.41,4.78,1.73,2.91,68.98
1785,Manugraph India Ltd,MANUGRAPH,Machines,Small Cap,51.55,16.85,49.56,57.65,-11.98,-4.59,-3.7,0.47,0.0,16.18,-19.27,1.81,-10.34,-28.15,-13.95,50.05
1786,ANI Integrated Services Ltd,AISL,Construction and Infrastructure,Small Cap,44.17,43.35,144.3,74.97,12.53,5.36,8.51,1.0,0.0,17.31,-18.89,2.44,7.71,3.6,5.19,40.64
1787,Libas Consumer Products Ltd,LIBAS,Textiles,Small Cap,36.36,13.9,85.59,30.7,20.88,4.62,4.15,0.78,0.0,20.86,0.0,2.67,13.11,10.22,8.75,56.7
1788,STL Global Ltd,SGL,Textiles,Small Cap,37.47,13.95,121.34,65.76,12.72,1.3,10.71,1.28,0.0,112.11,-4.7,1.92,5.04,2.88,3.5,11.92
1789,Times Guaranty Ltd,TIMESGTY,Finance,Small Cap,41.68,48.2,2.72,74.92,3.72,1.73,26.72,0.98,0.0,0.0,-2.37,173.71,2.0,57.35,1.56,-68.91
1790,Sagardeep Alloys Ltd,SAGARDEEP,Metals and Mining,Small Cap,41.11,24.15,90.97,73.62,2.04,0.32,77.56,1.56,0.0,49.52,0.0,1.87,2.67,0.58,0.53,38.13
1791,Jet Freight Logistics Ltd,JETFREIGHT,Logistics,Small Cap,58.0,12.4,462.06,51.18,11.92,0.74,19.53,2.19,0.2,186.06,0.0,0.72,11.62,0.64,2.97,31.09
1792,Khfm Hospitality and Facility Management Services Ltd,KHFM,IT Services and Consulting,Small Cap,73.46,36.65,97.05,71.2,-67.58,-14.55,-3.82,3.93,0.0,273.21,0.0,1.15,-14.63,-19.81,-19.23,-15.89
1793,Ambani Organics Ltd,AMBANIORG,Chemicals,Small Cap,47.28,77.15,126.05,63.59,7.36,3.51,23.41,1.3,0.0,129.62,0.0,1.3,7.48,1.6,2.02,44.19
1794,Burnpur Cement Ltd,BURNPUR,Cement,Small Cap,38.33,4.4,200.14,27.29,0.21,-6.85,-0.65,-0.14,0.0,-1.63,-16.59,0.03,17.34,-29.47,-58.98,58.88
1795,Vadivarhe Speciality Chemicals Ltd,VSCL,Chemicals,Small Cap,43.65,34.15,22.12,74.64,-95.19,-7.51,-4.55,8.27,0.0,462.31,-15.19,0.73,-6.12,-43.4,-9.6,-19.71
1796,Godha Cabcon and Insulation Ltd,GODHA,Cables,Small Cap,32.2,1.4,36.02,58.1,3.31,0.04,39.27,1.28,0.0,16.28,0.0,14.8,2.11,2.28,0.82,9.09
1797,Next Mediaworks Ltd,NEXTMEDIA,Media and Entertainment,Small Cap,36.46,5.45,30.22,74.99,0.21,-2.54,-2.14,-0.45,0.0,-1.95,-20.49,2.0,-5.52,-56.32,-17.02,38.62
1798,ARSS Infrastructure Projects Ltd,ARSSINFRA,Construction and Infrastructure,Small Cap,51.16,23.6,306.03,46.7,0.83,-48.55,-0.46,-0.39,0.0,-12.26,-13.22,0.14,-105.1,-36.07,-110.4,8.21
1799,DK Enterprises Global Ltd,DKEGL,Logistics,Small Cap,40.47,53.9,94.22,73.3,24.55,5.35,11.63,2.09,0.93,52.32,0.0,1.65,5.76,3.69,3.48,45.04
1800,Pritika Engineering Components Ltd,PRITIKA,Machines,Small Cap,33.79,32.5,57.4,70.15,37.54,7.16,6.18,2.05,0.0,151.82,0.0,1.42,10.13,9.53,5.47,76.94
1801,Adroit Infotech Ltd,ADROITINFO,IT Services and Consulting,Small Cap,46.82,22.2,6.49,51.96,9.57,0.34,74.31,6.76,0.0,25.83,-11.15,1.45,1.88,9.71,0.63,-8.2
1802,Ushanti Colour Chem Ltd,UCL,Chemicals,Small Cap,74.69,72.5,48.13,74.8,3.86,1.59,64.39,2.28,0.0,50.53,0.0,1.3,4.1,2.41,1.16,35.08
1803,Paras Petrofils Ltd,PARASPETRO,Textiles,Small Cap,30.08,0.85,1.12,39.3,3.62,0.03,35.39,1.26,0.0,0.0,0.0,161.56,0.85,75.89,0.85,-5.08
1804,Agni Green Power Ltd,AGNI,Renewable Energy,Small Cap,45.71,22.25,16.43,70.57,0.83,0.15,207.78,1.72,0.0,45.85,0.0,2.11,1.68,1.34,0.22,-53.42
1805,Zenith Exports Ltd,ZENITHEXPO,Trading,Small Cap,46.54,85.1,94.02,51.75,-1.66,1.87,46.08,0.6,0.0,10.09,9.89,4.3,3.51,1.07,1.01,71.98
1806,Vardhman Polytex Ltd,VARDMNPOLY,Textiles,Small Cap,44.47,20.15,932.87,60.16,0.04,-6.95,-2.87,-0.12,0.0,-1.45,-2.48,0.14,62.42,-1.66,-15.5,82.0
1807,Balkrishna Paper Mills Ltd,BALKRISHNA,Paper Products,Small Cap,34.21,31.95,258.14,58.7,-36.55,-4.37,-7.29,0.97,0.0,200.34,-14.94,0.64,10.16,-1.82,-4.69,99.72
1808,Madhucon Projects Ltd,MADHUCON,Construction and Infrastructure,Small Cap,33.95,4.45,722.72,59.08,-6.19,-4.57,-1.0,0.06,0.0,135.26,-30.35,0.09,-6.15,-4.68,-33.81,0.59
1809,Ravi Kumar Distilleries Ltd,RKDL,Beverages,Small Cap,38.28,15.8,10.37,23.59,-25.27,-5.51,-2.89,0.84,0.0,70.49,0.58,1.24,-12.79,-127.58,-13.23,4613.64
1810,Ambica Agarbathies Aroma and Industries Ltd,AMBICAAGAR,Chemicals,Small Cap,40.02,23.2,117.56,48.35,2.37,1.4,16.68,0.39,0.0,62.07,0.0,2.08,15.56,2.04,2.4,-20.44
1811,Sona Hi Sona Jewellers Ltd,SONAHISONA,Diamond and Jewellery,Small Cap,39.45,23.5,76.98,69.32,0.42,0.05,438.28,1.84,0.0,74.38,0.0,2.29,1.66,0.12,0.09,23.25
1812,Diligent Media Corporation Ltd,DNAMEDIA,Publishing,Small Cap,34.14,2.9,38.09,62.17,-0.2,2.03,1.43,-0.29,0.0,0.0,-18.87,0.09,23.95,62.88,23.95,1072.0
1813,Mega Flex Plastics Ltd,MEGAFLEX,Software and IT Services,Small Cap,37.29,34.7,47.39,73.32,8.95,3.37,14.02,1.2,0.0,0.0,0.0,6.18,4.22,5.61,2.66,52.48
1814,Pearl Polymers Ltd,PEARLPOLY,Plastic Products,Small Cap,37.63,22.0,104.77,55.58,62.26,12.97,1.72,0.82,0.0,0.91,-6.14,5.64,28.84,20.84,21.83,-9.12
1815,Madhav Marbles and Granites Ltd,MADHAV,Construction and Infrastructure,Small Cap,32.7,37.85,57.51,42.43,-3.99,-5.71,-6.4,0.26,0.68,6.6,-9.21,3.89,6.24,-8.89,-5.11,-12.09
1816,Swaraj Suiting Ltd,SWARAJ,Textiles,Small Cap,31.0,44.0,129.3,73.31,9.22,7.82,6.8,0.51,0.0,121.61,0.0,2.59,13.83,3.53,4.56,114.71
1817,Goenka Diamond And Jewels Ltd,GOENKA,Diamond and Jewellery,Small Cap,31.7,1.0,4.27,57.55,-1.13,-0.09,-11.53,0.13,0.0,74.96,12.7,1.43,-1.73,-64.4,-2.75,-63.78
1818,ICDS Ltd,ICDSLTD,Finance,Small Cap,28.01,21.95,8.01,51.66,26.24,4.49,4.79,1.11,0.0,1.9,0.0,14.61,6.28,73.03,5.85,154.29
1819,Laxmi Cotspin Ltd,LAXMICOT,Textiles,Small Cap,34.38,19.95,217.6,57.41,10.74,3.18,6.3,0.64,0.0,83.31,0.0,1.79,13.9,2.51,5.46,86.46
